"palabra","positivo","negativo","sentimiento"
"Es a prueba de wnes que no sabemos cocinar ni freir. Es algo pequeña (200gr de papas fritas por tanda) pero se pueden hacer varias tandas sin tener que lavar y gastar mas aceite. Ademas lo que se lava es poco (comparado con una sarten)
<U+2714> Sí, recomiendo este producto.",1,1,0
"Es absolutamente perfecta, muy facil de usar, el pan queda exquisito y con cero esfuerzo,",2,2,0
"Es acorde el producto precio calidad mismas tallas que uno ocupa
<U+2714> Sí, recomiendo este producto.",1,0,1
"Es amplio, alcanza buenas temperaturas y además tiene buen precio.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es amplio, de buen material
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Es bacán, funciona súper. Recomendación: si el modem de internet que tiene es muy antiguo (en mi caso fue con la compañía VTR), deben pedir que se actualice a uno mas moderno, porque no funciona con los mas antiguos.
<U+2714> Sí, recomiendo este producto.",0,3,0
"Es bastante cómodo y se ajusta muy bien al cuerpo no es tan apretado de las piernas como otros jeans, con respecto a la talla recomiendo pedirlo una talla más grande ya que es bastantes ajustado de cintura, respecto al largo de piernas me quedo largo pero en calidad esta perfecto.
<U+2714> Sí, recomiendo este producto.",2,1,1
"Es bastante fácil de usar y es muy rápido, lo recomiendo a ojos cerrados, el tiempo del despacho fue mejor de lo esperado, tardo 5 días en llegar aprox
<U+2714> Sí, recomiendo este producto.",2,1,1
"Es bastante facil para instalar en una tv, puedes utilizar diferentes apps y muy portatil
<U+2714> Sí, recomiendo este producto.",1,1,0
"Es bastante útil, se pueden buscar opciones de recetas en YouTube, es todo más saludable y queda rico. El único problema es la capacidad, es pequeño y alcanza para 2 a 3 porciones máximo.
<U+2714> Sí, recomiendo este producto.",5,1,1
"es bien elasticado se adapta perfecto al cuerpo, super comodo y la talla es normal.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Es bien elasticadoo y muy comodo, solo que es un poco corto , yo no soy tan baja y me queda arriba del tobillo",0,1,0
"Es bien potente, especial para mis batidos, facil de limpiar y cumple con todas mis expectativas
<U+2714> Sí, recomiendo este producto.",3,0,1
"Es bonita, de buen tamaño, la recomiendo 100%
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es bonito pero es suelto regularmente en esta marca soy 36 a 38 para no arriesgarme compre el 38 y es demasiado elasticado y me quedo suelto se nota que dará a mas la tela
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es bonito y cómodo
Bastante elasticado pero las costuras de todo el jeans se están abriendo y lo he usado 3 veces.
No sé si durará la costura. Es tiro alto y se ajusta muy lindo al cuerpo .
<U+2714> Sí, recomiendo este producto.",2,3,0
"Es bonito, pero cual es la diferencia entre el color azul y azul 1 (me salen del mismo color en la imagen)
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es bonito, pero poco elasticado y las tallas son mas pequeñas, por lo que hay que comprar una talla mas.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Es buen producto cumple las necesidades para su uso con sus tres aplicaciones tal cual indica la guía de uso.
Fácil de lavar y usar.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es buen producto he echo de todo me gusto cuando quieres cocinar en pocas porciones es excelente
<U+2714> Sí, recomiendo este producto.",2,0,1
"Es buen producto, pero muy costoso por aqui, lo compre en pcfactory barato
<U+2714> Sí, recomiendo este producto.",1,2,0
"Es buena y fácil de usar, perfecta para dos personas el precio responde a la calidad de producto. Si buscas algo sencillo este es
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en falabella.com.pe",1,0,1
"Es buena y fácil de usar.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es buenisíma para hacer todo clase de preparaciones, obviamente no es para familias muy numerosas por que es una versión mas pequeña , pero cumple totalmente su función
<U+2714> Sí, recomiendo este producto.",2,1,1
"Es buenísima, hice mi 1er pancito ultra rápido, y me quedó delicioso, es fácil de manipular, facial de limpiar, solo hay seguir al pie de la letra el recetario, tbn se puede ver en YouTube, la recomiendo 100000% estoy feliz con mi compra.
<U+2714> Sí, recomiendo este producto.",5,1,1
"Es buenísima, no es grande pero para dos personas está perfecta",0,0,0
"Es buenísima, ocupo el programa 7 súper rápido II queda super bueno, y demora al rededor de 47 min. Solo le hecho un poco más de levadura no mas y listo, exquisito pan. Si no saben cómo hacer este pan rápido, busquen por internet receta de pan rápido.
<U+2714> Sí, recomiendo este producto.",5,1,1
"Es buenísimo, logra y mantiene buena temperatura, es fácil de usar y no usa tanto espacio para la capacidad q tiene. Se precalienta muy rápido y tiene todas las funciones básicas necesarias para uso doméstico.
Todas las preparaciones quedan perfectas, pan, queques, bizcochos, carnes, etc.
Totalmente recomendable.
<U+2714> Sí, recomiendo este producto.",6,6,0
"Es buenísimo! Leí los comentarios antes de comprarlo y no me decepciono!
La máquina hace todo por uno, solo debes poner la cantidad indicada de los ingredientes, seleccionar lo que quieres y listo... el pan queda exquisito y como máximo se demora 3 horas.. que no es nada!",1,2,0
"Es bueno pero solo si se ocupa para papillas, ya que se calienta muy rápido.
La compré hace 4 meses y se fundió el conector.",3,1,1
"Es bueno un poco complicado pero se aprende jiji buen producto
<U+2714> Sí, recomiendo este producto.",3,1,1
"Es bueno, es rápido, tiene aplicaciones básicas para convertir una tele a smart tv, pero no tiene play store Y tiene un limite de aplicaciones, así que por ese lado no me gusto mucho, lo cambie al tv stick xiaomi",6,0,1
"Es calce es perfecto, pero el color na q ver compre uno negro y esta todo desteñido como si estuviera usado :( tiene hasta la etiqueta marcada de tan desteñido q llego",1,4,0
"Es casa la ocupamos para todos, desde hacer mayonesa hasta harina de avena. Producto muy versátil y muy buena calidad
<U+2714> Sí, recomiendo este producto.",2,1,1
"Es cierto, no trae enchufe. Pero sí el cable, que se nota firme y bueno. Siendo un parlante de de 5V, usé el enchufe del celular y cargó perfecto. En otras palabras, no es un problema, sobretodo si por el enchufe hubiera tenido que pagar más y hacerme de otro enchufe para mi colección.
Si bien es pequeño, El sonido es excelente, nítido y con buenos bajos, se escucha muy bien desde lejos y no es pesado de cerca. Nada que criticar, la marca lo dice todo.
100% recomendado, quedé absolutamente satisfecha con la compra.",9,7,1
"Es comoda y practica, yo compre 2, solo q una al hacer jugo, bota jugo x la parte q conecta al motor, la he puesto de todas maneras mas apretada y menos apretada siempre filtra, la otra no filtra, salió buena",1,0,1
"Es cómodo con un calce perfecto y los colores espectaculares...maravillosa compra
<U+2714> Sí, recomiendo este producto.",1,0,1
"es cómodo de trasladar
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es cómodo pero pedí el color claro y me llegó el oscuro :(
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es cómodo y elasticado. No es 100% mom pero muy lindo. Yo soy 40/42 y me compre negro en 42 y azul en 40. No me gustan los jeans apretados y aún así el 40 me quedó mejor. La cintura del 42 me quedó grande, pero igual se ve lindo.
<U+2714> Sí, recomiendo este producto.",2,4,0
"es cómodo y muy lindo el diseño.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Es cómodo, no es delgado es bastante abrigador, pero no es negro como en las imágenes es como un azul oscuro pero negro no es
<U+2714> Sí, recomiendo este producto.",2,3,0
"Es cómodo, pero el corte no es lindo, no lo recomiendo",1,1,0
"Es comodo, practico, poco peso para el transporte, rapido. aunque ahora el valor que se ''promociona'' es mas elevado que otras ocaciones. Tengan ojo con eso",4,1,1
"Es compleja de usar, se desconecta permanentemente del wifi, es lenta para imprimir... Mala compra, la tuve que desechar, no la recomiendo",0,0,0
"es copacta y cumple las funciines pero la impresion es muy basica y de mala calidad, los colores en tonos rojos salen todos verdosos o amarillentos ademas de poco nitidos.",0,1,0
"Es correcto en su talla, elasticado y cómodo, eso sí es largo. Lo recomiendo para chicas medianas-altas o para ocupar con zapatos altos.
<U+2714> Sí, recomiendo este producto.",1,0,1
"es de buen calce, guiense por la tabla de tallas, a mi me encanto",1,0,1
"Es de buen tamaño , fácil de usar.
La compre para trabajos escolares y ha funcionado muy bien. La puedes manipular desde el celular, lo que hace todo más rápido.
<U+2714> Sí, recomiendo este producto.",0,2,0
"Es de buen tamaño, se calienta rápido, su control de grill y temperatura es optimo.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Es de buena calidad, puedes hornear desde pan, dulces hasta carne y pescados, fácil de limpiar, lo recomiendo
<U+2714> Sí, recomiendo este producto.",6,3,1
"Es de buena tela, mas gruesa que otros de la misma marca y súper elasticado, al menos el azul oscuro. Tiene buen calce.",0,0,0
"Es de fácil traslado, rápido de instalar en el televisor. Excelente compra. Evite gastar demás x una tv",1,0,1
"Es de fácil uso y limpieza, las papas no fritas quedan geniales, crujientes, como si se ubiesen preparado en aceite, muy buena. El único detalle que tiene es que se calienta y tarda en enfriarse para guardarla nuevamente
<U+2714> Sí, recomiendo este producto.",4,1,1
"Es de lo mejor en su rango de precios, el sonido es exquisito",1,0,1
"Es de muy buen tamaño. La relación precio calidad es perfecta
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,1,0
"Es de muy fácil uso , con varios accesorios , funciones y velocidad. Además de fácil lavado y por su tamaño lo guardas donde sea!!
<U+2714> Sí, recomiendo este producto.",0,1,0
"Es de muy mala calidad el frasco de plastico que mide los ML y el de la picadora, los dos se me trizaron, no aguantan la potencia de la máquina.
La mini pimer nada que decir pero los extra no los recomiendo",2,2,0
"Es de un tamaño practico, buena conexión wifi y escanea super fácil, pero el rendimiento es nefasto, la tinta es demasiado cara en relación a la cantidad de hojas que imprime (70 max. por cartucho normal). Ademas la calidad de impresión a color deja mucho que desear y el tomador de hojas no sirve. MEJOR INVERTIR EN UNA BUENA IMPRESORA A LÁSER SERÁN UN POCO MAS CARAS PERO EL RENDIMIENTO LO RECOMPENSA.",1,0,1
"Es de una tela más bien gruesa y súper elasticada, en el color negro recomendaría una talla menos a la habitual
<U+2714> Sí, recomiendo este producto.",1,3,0
"Es de uso diario, puedo ocuparlo en todas las TV, es liviano, no usa espacio y entretiene siendo útil para toda la familia.
<U+2714> Sí, recomiendo este producto.",2,0,1
"Es demasiado buena, fácil de usar y queda todo muy rico en poco tiempo!
Full recomendada!
Comer fast food un poco más sano es un sueño!
<U+2714> Sí, recomiendo este producto.",3,1,1
"Es demasiado elasticado para ser mom, lo tendré que cambiar, compre el celeste y es más claro de lo que se ve en las fotos. La tela es delgada. No me gustó nada del pantalón en verdad.",2,1,1
"Es demasiado elasticado, da la impresión que se durará poco y después quedará todo suelto. Para variar pedí el azul en talla 38 y me llego un 36.",0,0,0
"Es demasiado elásticado, pierde la forma hermosa mom. Es más bien cómo un straight.
El material no es tan Bueno, se llena de pelusas rápidamente.",5,0,1
"es demasiado lindo, me encanta como se ve puesto compre el azul, normalmente soy talla 38 y el 36 me quedo super bien ni tan apretado, ni tan suelto, tiro alto sobre el ombligo,y elasticado, excelente compra
<U+2714> Sí, recomiendo este producto.",2,1,1
"Es el hornito eléctrico más cómodo que he tenido, el tamaño es el adecuado, su capacidad es muy útil, tanto que ocupo menos el horno tradicional, buena calidad, es excelente!
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",5,1,1
"Es el jeans ideal para las bajitas, deberían sacar más colores y me los compraría todos
<U+2714> Sí, recomiendo este producto.",0,0,0
"ES EL MAS PEDIDO Y EN TIENDAS NO HAY STOCK
<U+2714> Sí, recomiendo este producto.",0,0,0
"Es el modelo emily, suelo ser 36/38, me compre 38 y me quedo un poquito grande de arriba... Hay que tomar en cuenta que es apretadito de pierna y mas suelto de arriba, tiro alto.. Es muy bonito color.",1,3,0
"Es el segundo cable que utiliza mi teléfono. Por más que lo cuide, sé que se romperá en el extremo que conecta al iPhone, pero no hay más remedio que pagar o cambiar de teléfono :(",3,1,1
"Es el segundo que compro, me ha permitido usar televisores que por una u otra razón no tenían acceso a internet",0,0,0
"Es el tercero que tengo tuve la primera versión , luego la segunda y siempre me llenaron el gusto al oido y He tenido las dos versiones anteriores y siempre llenaron mi gusto. Está Edición Especial suena igual de bien, pero la batería dura mas. Es cierto que solo viene el cable de carga tipo Usb C y no trae el cargador de pared ni la base de carga como los dos modelos anteriores, pero por el precio y lo que ofrece como experiencia de sonido además de ser transportable es muy recomendable. Es mi compañero
inseparable en cuarentena y en tele trabajo.
<U+2714> Sí, recomiendo este producto.",7,2,1
