"","Palabra","negative","positive","positivo","negativo"
"3536","suelto",0,0,0,0
"3537","as",0,1,0,0
"3538","que",0,0,0,0
"3539","pidan",0,0,0,0
"3540","1",0,0,0,0
"3541","talla",0,0,0,0
"3542","menos",0,0,0,0
"3543","lo",0,0,0,0
"3544","nico",0,0,0,0
"3545","malo",1,0,0,0
"3546","es",0,0,0,0
"3547","que",0,0,0,0
"3548","vino",0,0,0,0
"3549","el",0,0,0,0
"3550","cierre",0,1,0,0
"3551","malo",1,0,0,1
"3552","por",0,0,0,0
"3553","eso",0,0,0,0
"3554","4",0,0,0,0
"3555","estrella",0,1,1,0
"3556","u",0,0,0,0
"3557","2714",0,0,0,0
"3558","s",0,0,0,0
"3559","recomiendo",0,0,1,0
"3560","este",0,0,0,0
"3561","producto",0,0,0,0
"3562","es",0,0,0,0
"3563","f",0,0,0,0
"3564","cil",0,0,0,0
"3565","de",0,0,0,0
"3566","manejar",0,0,0,0
"3567","y",0,0,0,0
"3568","limpiar",0,1,0,0
"3569","econ",0,0,0,0
"3570","mico",0,0,0,0
"3571","ya",0,0,0,0
"3572","que",0,0,0,0
"3573","gasta",0,0,0,0
"3574","poca",0,0,0,0
"3575","energ",0,0,0,0
"3576","a",0,0,0,0
"3577","el",0,0,0,0
"3578","ctrica",0,0,0,0
"3579","adem",0,0,0,0
"3580","s",0,0,0,0
"3581","nos",0,0,0,0
"3582","ahorra",0,0,1,0
"3583","tiempo",0,0,0,0
"3584","en",0,0,0,0
"3585","la",0,0,0,0
"3586","cocina",0,0,0,0
"3587","u",0,0,0,0
"3588","2714",0,0,0,0
"3589","s",0,0,0,0
"3590","recomiendo",0,0,1,0
"3591","este",0,0,0,0
"3592","producto",0,0,0,0
"3593","es",0,0,0,0
"3594","genial",0,1,1,0
"3595","grande",0,0,0,0
"3596","lo",0,0,0,0
"3597","recomiendo",0,0,1,0
"3598","5",0,0,0,0
"3599","meses",0,0,0,0
"3600","y",0,0,0,0
"3601","ya",0,0,0,0
"3602","se",0,0,0,0
"3603","quem",0,0,0,0
"3604","empez",0,0,0,0
"3605","cuando",0,0,0,0
"3606","ya",0,0,0,0
"3607","no",0,0,0,0
"3608","cortaba",0,0,0,0
"3609","cuando",0,0,0,0
"3610","ebullia",0,0,0,0
"3611","el",0,0,0,0
"3612","agua",0,0,0,0
"3613","y",0,0,0,0
"3614","despu",0,0,0,0
"3615","s",0,0,0,0
"3616","dejo",0,0,0,1
"3617","de",0,0,0,0
"3618","funcionar",0,0,0,0
"3619","me",0,0,0,0
"3620","encanto",0,1,1,0
"3621","el",0,0,0,0
"3622","dise",0,0,0,0
"3623","o",0,0,0,0
"3624","es",0,0,0,0
"3625","muy",1,0,0,0
"3626","espaciosa",0,0,1,0
"3627","bello",0,0,1,0
"3628","el",0,0,0,0
"3629","color",0,0,0,0
"3630","del",0,0,0,0
"3631","respaldo",0,0,0,0
"3632","y",0,0,0,0
"3633","veladores",0,0,0,0
"3634","es",0,0,0,0
"3635","lindo",0,1,1,0
"3636","el",0,0,0,0
"3637","modelo",0,1,0,0
"3638","pero",0,0,0,0
"3639","demaciado",0,0,0,0
"3640","apretado",0,0,0,0
"3641","ya",0,0,0,0
"3642","que",0,0,0,0
"3643","no",0,0,0,0
"3644","es",0,0,0,0
"3645","nada",1,0,0,1
"3646","elasticado",0,0,0,0
"3647","recomiendo",0,0,1,0
"3648","comprar",0,0,0,0
"3649","2",0,0,0,0
"3650","tallas",0,0,0,0
"3651","mas",0,0,0,0
"3652","de",0,0,0,0
"3653","la",0,0,0,0
"3654","que",0,0,0,0
"3655","usan",0,0,0,0
"3656","y",0,0,0,0
"3657","es",0,0,0,0
"3658","de",0,0,0,0
"3659","tiro",0,0,0,0
"3660","medio",0,0,0,0
"3661","buen",0,0,1,0
"3662","sonido",0,0,0,0
"3663","pero",0,0,0,0
"3664","mala",0,0,0,1
"3665","conexi",0,0,0,0
"3666","n",0,0,0,0
"3667","aud",0,0,0,0
"3668","fono",0,0,0,0
"3669","izquierdo",0,0,0,0
"3670","no",0,0,0,0
"3671","conecta",0,0,0,0
"3672","es",0,0,0,0
"3673","c",0,0,0,0
"3674","modo",0,0,0,0
"3675","pero",0,0,0,0
"3676","el",0,0,0,0
"3677","corte",1,0,0,0
"3678","no",0,0,0,0
"3679","es",0,0,0,0
"3680","lindo",0,1,1,0
"3681","no",0,0,0,0
"3682","lo",0,0,0,0
"3683","recomiendo",0,0,1,0
"3684","mi",0,0,0,0
"3685","amigo",0,2,0,0
"3686","tiene",0,0,0,0
"3687","un",0,0,0,0
"3688","parlante",0,0,0,0
"3689","distinto",0,0,0,0
"3690","al",0,0,0,0
"3691","que",0,0,0,0
"3692","se",0,0,0,0
"3693","adquiere",0,0,0,0
"3694","en",0,0,0,0
"3695","esta",0,0,0,0
"3696","edici",0,0,0,0
"3697","n",0,0,0,0
"3698","especial",0,1,1,0
"3699","sirve",0,0,1,0
"3700","para",0,0,0,0
"3701","hacer",0,1,0,0
"3702","batidos",0,0,0,0
"3703","b",0,0,0,0
"3704","sicos",0,0,0,0
"3705","lo",0,0,0,0
"3706","malo",1,0,0,1
"3707","eske",0,0,0,0
"3708","hay",0,0,0,0
"3709","ke",0,0,0,0
"3710","mantener",0,0,0,0
"3711","pulsado",0,0,0,0
"3712","el",0,0,0,0
"3713","bot",0,0,0,0
"3714","n",0,0,0,0
"3715","para",0,0,0,0
"3716","ke",0,0,0,0
"3717","funcione",0,0,0,0
"3718","en",0,0,0,0
"3719","general",0,1,0,0
"3720","buena",0,0,1,0
"3721","compra",0,0,0,0
"3722","por",0,0,0,0
"3723","el",0,0,0,0
"3724","precio",0,0,0,0
"3725","es",0,0,0,0
"3726","el",0,0,0,0
"3727","tercero",0,0,0,0
"3728","que",0,0,0,0
"3729","tengo",0,0,0,0
"3730","tuve",0,0,0,0
"3731","la",0,0,0,0
"3732","primera",0,0,0,0
"3733","versi",0,0,0,0
"3734","n",0,0,0,0
"3735","luego",0,0,0,0
"3736","la",0,0,0,0
"3737","segunda",0,0,0,0
"3738","y",0,0,0,0
"3739","siempre",0,0,0,0
"3740","me",0,0,0,0
"3741","llenaron",0,0,0,0
"3742","el",0,0,0,0
"3743","gusto",0,1,1,0
"3744","al",0,0,0,0
"3745","oido",0,0,0,0
"3746","y",0,0,0,0
"3747","he",0,0,0,0
"3748","tenido",0,0,0,0
"3749","las",0,0,0,0
"3750","dos",0,0,0,0
"3751","versiones",0,0,0,0
"3752","anteriores",0,0,0,0
"3753","y",0,0,0,0
"3754","siempre",0,0,0,0
"3755","llenaron",0,0,0,0
"3756","mi",0,0,0,0
"3757","gusto",0,1,0,0
"3758","est",0,0,0,0
"3759","edici",0,0,0,0
"3760","n",0,0,0,0
"3761","especial",0,1,1,0
"3762","suena",0,0,0,0
"3763","igual",0,0,0,0
"3764","de",0,0,0,0
"3765","bien",0,0,1,0
"3766","pero",0,0,0,0
"3767","la",0,0,0,0
"3768","bater",0,0,0,0
"3769","a",0,0,0,0
"3770","dura",0,0,0,0
"3771","mas",0,0,0,0
"3772","es",0,0,0,0
"3773","cierto",0,0,0,0
"3774","que",0,0,0,0
"3775","solo",0,0,0,0
"3776","viene",0,0,0,0
"3777","el",0,0,0,0
"3778","cable",0,0,0,0
"3779","de",0,0,0,0
"3780","carga",1,0,0,0
"3781","tipo",0,0,0,0
"3782","usb",0,0,0,0
"3783","c",0,0,0,0
"3784","y",0,0,0,0
"3785","no",0,0,0,0
"3786","trae",0,0,0,0
"3787","el",0,0,0,0
"3788","cargador",0,1,0,0
"3789","de",0,0,0,0
"3790","pared",0,0,0,0
"3791","ni",0,0,0,0
"3792","la",0,0,0,0
"3793","base",0,0,0,0
"3794","de",0,0,0,0
"3795","carga",1,0,0,0
"3796","como",0,0,0,0
"3797","los",0,0,0,0
"3798","dos",0,0,0,0
"3799","modelos",0,0,0,0
"3800","anteriores",0,0,0,0
"3801","pero",0,0,0,0
"3802","por",0,0,0,0
"3803","el",0,0,0,0
"3804","precio",0,0,0,0
"3805","y",0,0,0,0
"3806","lo",0,0,0,0
"3807","que",0,0,0,0
"3808","ofrece",0,0,0,0
"3809","como",0,0,0,0
"3810","experiencia",0,0,0,0
"3811","de",0,0,0,0
"3812","sonido",0,0,0,0
"3813","adem",0,0,0,0
"3814","s",0,0,0,0
"3815","de",0,0,0,0
"3816","ser",0,0,0,0
"3817","transportable",0,0,0,0
"3818","es",0,0,0,0
"3819","muy",1,0,0,0
"3820","recomendable",0,1,1,0
"3821","es",0,0,0,0
"3822","mi",0,0,0,0
"3823","compa",0,0,0,0
"3824","ero",0,0,0,0
"3825","inseparable",0,1,1,0
"3826","en",0,0,0,0
"3827","cuarentena",0,0,0,0
"3828","y",0,0,0,0
"3829","en",0,0,0,0
"3830","tele",0,0,0,0
"3831","trabajo",0,2,0,0
"3832","u",0,0,0,0
"3833","2714",0,0,0,0
"3834","s",0,0,0,0
"3835","recomiendo",0,0,0,0
"3836","este",0,0,0,0
"3837","producto",0,0,0,0
"3838","ideal",0,0,1,0
"3839","para",0,0,0,0
"3840","casas",0,0,0,0
"3841","con",0,0,0,0
"3842","poco",0,0,0,0
"3843","espacio",0,0,0,0
"3844","para",0,0,0,0
"3845","guardar",0,1,0,0
"3846","es",0,0,0,0
"3847","muy",1,0,0,0
"3848","c",0,0,0,0
"3849","moda",0,0,0,0
"3850","y",0,0,0,0
"3851","pr",0,0,0,0
"3852","ctica",0,0,0,0
"3853","u",0,0,0,0
"3854","2714",0,0,0,0
"3855","s",0,0,0,0
"3856","recomiendo",0,0,1,0
"3857","este",0,0,0,0
"3858","producto",0,0,0,0
"3859","llega",0,0,0,0
"3860","en",0,0,0,0
"3861","el",0,0,0,0
"3862","tiempo",0,0,0,0
"3863","indicado",0,0,1,0
"3864","comoda",0,0,1,0
"3865","y",0,0,0,0
"3866","firme",0,2,1,0
"3867","exelente",0,0,1,0
"3868","compra",0,0,0,0
"3869","es",0,0,0,0
"3870","li",0,0,0,0
"3871","ia",0,0,0,0
"3872","o",0,0,0,0
"3873","se",0,0,0,0
"3874","amolda",0,0,0,0
"3875","excelente",0,1,1,0
"3876","al",0,0,0,0
"3877","dormir",0,0,0,0
"3878","y",0,0,0,0
"3879","lo",0,0,0,0
"3880","mejor",0,0,1,0
"3881","de",0,0,0,0
"3882","todo",0,0,0,0
"3883","es",0,0,0,0
"3884","que",0,0,0,0
"3885","bri",0,0,0,0
"3886","da",0,0,0,0
"3887","un",0,0,0,0
"3888","buen",0,0,1,0
"3889","descanso",0,0,0,0
"3890","u",0,0,0,0
"3891","2714",0,0,0,0
"3892","s",0,0,0,0
"3893","recomiendo",0,0,1,0
"3894","este",0,0,0,0
"3895","producto",0,0,0,0
"3896","queda",0,0,0,0
"3897","el",0,0,0,0
"3898","pan",1,0,0,0
"3899","existi",0,0,0,0
"3900","la",0,0,0,0
"3901","tengo",0,0,0,0
"3902","hace",0,0,0,0
"3903","6",0,0,0,0
"3904","meses",0,0,0,0
"3905","ning",0,0,0,0
"3906","n",0,0,0,0
"3907","problema",1,0,0,1
"3908","tiene",0,0,0,0
"3909","para",0,0,0,0
"3910","diferentes",0,0,0,0
"3911","tipos",0,0,0,0
"3912","de",0,0,0,0
"3913","masa",0,0,0,0
"3914","de",0,0,0,0
"3915","pizza",0,0,0,0
"3916","exisita",0,0,0,0
"3917","mermelada",0,1,0,0
"3918","y",0,0,0,0
"3919","vizcocho",0,0,0,0
"3920","solo",0,0,0,0
"3921","debo",0,0,0,0
"3922","poner",0,0,0,0
"3923","los",0,0,0,0
"3924","ingredientes",0,0,0,0
"3925","y",0,0,0,0
"3926","buala",0,0,0,0
"3927","sale",0,0,0,0
"3928","mi",0,0,0,0
"3929","pancito",0,0,0,0
"3930","calentito",0,0,0,0
"3931","y",0,0,0,0
"3932","crujiente",3,0,0,0
"3933","u",0,0,0,0
"3934","2714",0,0,0,0
"3935","s",0,0,0,0
"3936","recomiendo",0,0,1,0
"3937","este",0,0,0,0
"3938","producto",0,0,0,0
"3939","el",0,0,0,0
"3940","producto",0,0,0,0
"3941","sirve",0,0,1,0
"3942","mucho",0,0,0,0
"3943","para",0,0,0,0
"3944","programas",0,0,0,0
"3945","como",0,0,0,0
"3946","office",0,0,0,0
"3947","zoom",0,0,0,0
"3948","y",0,0,0,0
"3949","lo",0,0,0,0
"3950","mas",0,0,0,0
"3951","usado",1,0,0,0
"3952","para",0,0,0,0
"3953","estudiar",0,0,0,0
"3954","puedes",0,0,0,0
"3955","estar",0,0,0,0
"3956","conectado",0,0,0,0
"3957","a",0,0,0,0
"3958","una",0,0,0,0
"3959","clase",0,1,0,0
"3960","desde",0,0,0,0
"3961","las",0,0,0,0
"3962","8",0,0,0,0
"3963","00",0,0,0,0
"3964","a",0,0,0,0
"3965","las",0,0,0,0
"3966","16",0,0,0,0
"3967","00",0,0,0,0
"3968","y",0,0,0,0
"3969","te",0,0,0,0
"3970","sigue",0,0,0,0
"3971","sobrando",0,0,0,0
"3972","bater",0,0,0,0
"3973","a",0,0,0,0
"3974","ademas",0,0,0,0
"3975","de",0,0,0,0
"3976","ser",0,0,0,0
"3977","un",0,0,0,0
"3978","equipo",0,0,0,0
"3979","muy",1,0,0,0
"3980","f",0,0,0,0
"3981","cil",0,0,0,0
"3982","de",0,0,0,0
"3983","llevar",0,0,0,0
"3984","a",0,0,0,0
"3985","todos",0,0,0,0
"3986","lados",0,0,0,0
"3987","u",0,0,0,0
"3988","2714",0,0,0,0
"3989","s",0,0,0,0
"3990","recomiendo",0,0,1,0
"3991","este",0,0,0,0
"3992","producto",0,0,0,0
"3993","excelente",0,1,1,0
"3994","producto",0,0,0,0
"3995","recomendando",0,0,1,0
"3996","ampliamente",0,0,0,0
"3997","funciona",0,0,1,0
"3998","al",0,0,0,0
"3999","100",0,0,0,0
"4000","cumple",0,0,1,0
"4001","con",0,0,0,0
"4002","las",0,0,0,0
"4003","espectativas",0,0,0,0
"4004","totalmente",0,0,0,0
"4005","u",0,0,0,0
"4006","2714",0,0,0,0
"4007","s",0,0,0,0
"4008","recomiendo",0,0,1,0
"4009","este",0,0,0,0
"4010","producto",0,0,0,0
"4011","publicada",0,0,0,0
"4012","originalmente",0,0,0,0
"4013","en",0,0,0,0
"4014","sodimac.cl",0,0,0,0
"4015","excelente",0,1,1,0
"4016","especial",0,1,1,0
"4017","para",0,0,0,0
"4018","quienes",0,0,0,0
"4019","tenemos",0,0,0,0
"4020","problemas",0,0,0,1
"4021","a",0,0,0,0
"4022","la",0,0,0,0
"4023","espalda",0,0,0,0
"4024","con",0,0,0,0
"4025","las",0,0,0,0
"4026","camas",0,0,0,0
"4027","blandas",0,0,0,0
"4028","excelente",0,1,1,0
"4029","maquina",0,0,0,0
"4030","me",0,0,0,0
"4031","encanto",0,1,1,0
"4032","muy",1,0,0,0
"4033","buena",0,0,1,0
"4034","y",0,0,0,0
"4035","llego",0,0,0,0
"4036","muy",1,0,0,0
"4037","r",0,0,0,0
"4038","pido",0,0,0,0
"4039","u",0,0,0,0
"4040","2714",0,0,0,0
"4041","s",0,0,0,0
"4042","recomiendo",0,0,1,0
"4043","este",0,0,0,0
"4044","producto",0,0,0,0
"4045","una",0,0,0,0
"4046","pieza",0,0,0,0
"4047","super",0,0,0,0
"4048","til",0,0,0,0
"4049","y",0,0,0,0
"4050","pr",0,0,0,0
"4051","ctica",0,0,0,0
"4052","en",0,0,0,0
"4053","tu",0,0,0,0
"4054","tv",0,0,0,0
"4055","es",0,0,0,0
"4056","un",0,0,0,0
"4057","jeans",0,0,0,0
"4058","tiro",0,0,0,0
"4059","alto",1,0,0,0
"4060","me",0,0,0,0
"4061","gui",0,0,0,0
"4062","por",0,0,0,0
"4063","los",0,0,0,0
"4064","comentarios",0,0,0,0
"4065","y",0,0,0,0
"4066","compre",0,0,0,0
"4067","una",0,0,0,0
"4068","talla",0,0,0,0
"4069","menos",0,0,0,0
"4070","y",0,0,0,0
"4071","me",0,0,0,0
"4072","quedaron",0,0,0,0
"4073","ajustados",0,0,0,0
"4074","de",0,0,0,0
"4075","piernas",0,0,0,0
"4076","no",0,0,0,0
"4077","son",0,0,0,0
"4078","anchos",0,0,0,0
"4079","es",0,0,0,0
"4080","un",0,0,0,0
"4081","jeans",0,0,0,0
"4082","elasticado",0,0,0,0
"4083","y",0,0,0,0
"4084","grueso",0,0,0,0
"4085","de",0,0,0,0
"4086","tela",0,0,0,0
"4087","aunque",0,0,0,0
"4088","me",0,0,0,0
"4089","quedaron",0,0,0,0
"4090","m",0,0,0,0
"4091","s",0,0,0,0
"4092","ajustados",0,0,0,0
"4093","de",0,0,0,0
"4094","lo",0,0,0,0
"4095","que",0,0,0,0
"4096","pensaba",0,0,0,0
"4097","no",0,0,0,0
"4098","lo",0,0,0,0
"4099","voy",0,0,0,0
"4100","a",0,0,0,0
"4101","cambiar",0,0,0,0
"4102","porque",0,0,0,0
"4103","queda",0,0,0,0
"4104","muy",1,0,0,0
"4105","bonito",0,0,0,0
"4106","el",0,0,0,0
"4107","calce",0,0,0,0
"4108","sirve",0,0,0,0
"4109","muy",1,0,0,0
"4110","bien",0,0,1,0
"4111","es",0,0,0,0
"4112","rapido",0,0,1,0
"4113","y",0,0,0,0
"4114","tiene",0,0,0,0
"4115","todo",0,0,0,0
"4116","lo",0,0,0,0
"4117","que",0,0,0,0
"4118","necesitabamos",0,0,0,0
"4119","me",0,0,0,0
"4120","encanto",0,1,1,0
"4121","es",0,0,0,0
"4122","super",0,0,1,0
"4123","elastico",0,0,0,0
"4124","comodo",0,0,0,0
"4125","buenisima",0,0,1,0
"4126","compra",0,0,0,0
"4127","lo",0,0,0,0
"4128","recomiendo",0,0,1,0
"4129","100",0,0,0,0
"4130","en",0,0,0,0
"4131","color",0,0,0,0
"4132","azul",0,0,0,0
"4133","hace",0,0,0,0
"4134","un",0,0,0,0
"4135","tiempo",0,0,0,0
"4136","compre",0,0,0,0
"4137","el",0,0,0,0
"4138","negro",3,0,0,0
"4139","en",0,0,0,0
"4140","la",0,0,0,0
"4141","misma",0,0,0,0
"4142","talla",0,0,0,0
"4143","40",0,0,0,0
"4144","y",0,0,0,0
"4145","no",0,0,0,0
"4146","me",0,0,0,0
"4147","gusto",0,1,1,0
"4148","es",0,0,0,0
"4149","muy",1,0,0,0
"4150","duro",1,0,0,0
"4151","el",0,0,0,0
"4152","material",0,0,0,0
"4153","ademas",0,0,0,0
"4154","de",0,0,0,0
"4155","ser",0,0,0,0
"4156","una",0,0,0,0
"4157","talla",0,0,0,0
"4158","peque",0,0,0,0
"4159","a",0,0,0,0
"4160","deben",0,0,0,0
"4161","comprar",0,0,0,0
"4162","una",0,0,0,0
"4163","talla",0,0,0,0
"4164","mas",0,0,0,0
"4165","si",0,0,0,0
"4166","quieren",0,0,0,0
"4167","comprar",0,0,0,0
"4168","en",0,0,0,0
"4169","negro",3,0,0,0
"4170","pero",0,0,0,0
"4171","el",0,0,0,0
"4172","azul",0,0,0,0
"4173","nada",1,0,0,1
"4174","que",0,0,0,0
"4175","decir",0,0,0,0
"4176","tiene",0,0,0,0
"4177","buen",0,0,1,0
"4178","calce",0,0,0,0
"4179","u",0,0,0,0
"4180","2714",0,0,0,0
"4181","s",0,0,0,0
"4182","recomiendo",0,0,1,0
"4183","este",0,0,0,0
"4184","producto",0,0,0,0
"4185","a",0,0,0,0
"4186","mi",0,0,0,0
"4187","me",0,0,0,0
"4188","ha",0,0,0,0
"4189","gustado",0,0,1,0
"4190","mucho",0,0,0,0
"4191","puedo",0,0,0,0
"4192","hacer",0,1,0,0
"4193","distintas",0,0,0,0
"4194","mezclas",0,0,0,0
"4195","y",0,0,0,0
"4196","aunque",0,0,0,0
"4197","al",0,0,0,0
"4198","principio",0,0,0,0
"4199","me",0,0,0,0
"4200","fue",0,0,0,0
"4201","dif",0,0,0,0
"4202","cil",0,0,0,0
"4203","pero",0,0,0,0
"4204","aprend",0,0,0,0
"4205","a",0,0,0,0
"4206","utilizar",0,0,0,0
"4207","los",0,0,0,0
"4208","programas",0,0,0,0
"4209","de",0,0,0,0
"4210","masa",0,0,0,0
"4211","y",0,0,0,0
"4212","horneado",0,0,0,0
"4213","y",0,0,0,0
"4214","quedan",0,0,0,0
"4215","muy",1,0,0,0
"4216","bien.a",0,0,0,0
"4217","veces",0,0,0,0
"4218","lo",0,0,0,0
"4219","preparo",0,0,0,0
"4220","lo",0,0,0,0
"4221","tajo",0,0,0,0
"4222","y",0,0,0,0
"4223","lo",0,0,0,0
"4224","congelo",0,0,0,0
"4225","para",0,0,0,0
"4226","cuando",0,0,0,0
"4227","lo",0,0,0,0
"4228","necesito",0,0,0,0
"4229","y",0,0,0,0
"4230","lo",0,0,0,0
"4231","coloco",0,0,0,0
"4232","en",0,0,0,0
"4233","la",0,0,0,0
"4234","tostadora",0,0,0,0
"4235","u",0,0,0,0
"4236","2714",0,0,0,0
"4237","s",0,0,0,0
"4238","recomiendo",0,0,1,0
"4239","este",0,0,0,0
"4240","producto",0,0,0,0
"4241","publicada",0,0,0,0
"4242","originalmente",0,0,0,0
"4243","en",0,0,0,0
"4244","falabella.com.co",0,0,0,0
"4245","u",0,0,0,0
"4246","2714",0,0,0,0
"4247","s",0,0,0,0
"4248","recomiendo",0,0,1,0
"4249","este",0,0,0,0
"4250","producto",0,0,0,0
"4251","excelente",0,1,0,0
"4252","compra",0,0,0,0
"4253","muy",1,0,0,0
"4254","facil",0,0,1,0
"4255","de",0,0,0,0
"4256","usar",0,0,0,0
"4257","y",0,0,0,0
"4258","limpiar",0,1,0,0
"4259","pedi",0,0,0,0
"4260","el",0,0,0,0
"4261","azul",0,0,0,0
"4262","claro",0,0,0,0
"4263","de",0,0,0,0
"4264","talla",0,0,0,0
"4265","qued",0,0,0,0
"4266","bien",0,0,1,0
"4267","pero",0,0,0,0
"4268","me",0,0,0,0
"4269","lleg",0,0,0,0
"4270","con",0,0,0,0
"4271","la",0,0,0,0
"4272","cremallera",1,0,0,0
"4273","mala",0,0,0,0
"4274","quedan",0,0,0,0
"4275","tal",0,0,0,0
"4276","cual",0,0,0,0
"4277","a",0,0,0,0
"4278","la",0,0,0,0
"4279","foto",0,0,0,0
"4280","son",0,0,0,0
"4281","ajustados",0,0,0,0
"4282","de",0,0,0,0
"4283","cintura",0,0,0,0
"4284","elasticados",0,0,0,0
"4285","y",0,0,0,0
"4286","quedan",0,0,0,0
"4287","al",0,0,0,0
"4288","tobillo",0,0,0,0
"4289","mido",0,0,0,0
"4290","1.83",0,0,0,0
"4291","y",0,0,0,0
"4292","ped",0,0,0,0
"4293","38",0,0,0,0
"4294","u",0,0,0,0
"4295","2714",0,0,0,0
"4296","s",0,0,1,0
"4297","recomiendo",0,0,0,0
"4298","este",0,0,0,0
"4299","producto",0,0,0,0
"4300","f",0,0,0,0
"4301","cil",0,0,0,0
"4302","de",0,0,0,0
"4303","instalar",0,0,0,0
"4304","amigable",0,0,1,0
"4305","con",0,0,0,0
"4306","los",0,0,0,0
"4307","no",0,0,0,0
"4308","tan",0,0,0,0
"4309","computarizados",0,0,0,0
"4310","u",0,0,0,0
"4311","2714",0,0,0,0
"4312","s",0,0,0,0
"4313","recomiendo",0,0,1,0
"4314","este",0,0,0,0
"4315","producto",0,0,0,0
"4316","me",0,0,0,0
"4317","salio",0,0,0,0
"4318","buen",0,0,1,0
"4319","y",0,0,0,0
"4320","f",0,0,0,0
"4321","cil",0,0,0,0
"4322","a",0,0,0,0
"4323","la",0,0,0,0
"4324","hora",0,0,0,0
"4325","de",0,0,0,0
"4326","transportar",0,0,0,0
"4327","tiene",0,0,0,0
"4328","buena",0,0,1,0
"4329","calidad",0,0,0,0
"4330","a",0,0,0,0
"4331","la",0,0,0,0
"4332","hora",0,0,0,0
"4333","de",0,0,0,0
"4334","la",0,0,0,0
"4335","impresion",0,0,0,0
"4336","de",0,0,0,0
"4337","fotos",0,0,0,0
"4338","u",0,0,0,0
"4339","2714",0,0,0,0
"4340","s",0,0,0,0
"4341","recomiendo",0,0,1,0
"4342","este",0,0,0,0
"4343","producto",0,0,0,0
"4344","funciona",0,0,1,0
"4345","excelente",0,1,1,0
"4346","me",0,0,0,0
"4347","encanto",0,1,1,0
"4348","u",0,0,0,0
"4349","2714",0,0,0,0
"4350","s",0,0,0,0
"4351","recomiendo",0,0,1,0
"4352","este",0,0,0,0
"4353","producto",0,0,0,0
"4354","publicada",0,0,0,0
"4355","originalmente",0,0,0,0
"4356","en",0,0,0,0
"4357","sodimac.cl",0,0,0,0
"4358","r",0,0,0,0
"4359","pida",0,0,0,0
"4360","usas",0,0,0,0
"4361","cero",0,0,0,0
"4362","aceite",0,0,0,0
"4363","se",0,0,0,0
"4364","limpia",0,0,0,0
"4365","f",0,0,0,0
"4366","cilmente",0,0,0,0
"4367","queda",0,0,0,0
"4368","la",0,0,0,0
"4369","comida",0,1,0,0
"4370","igual",0,0,0,0
"4371","de",0,0,0,0
"4372","sabrosa",0,0,1,0
"4373","que",0,0,0,0
"4374","con",0,0,0,0
"4375","aceite",0,0,0,0
"4376","pero",0,0,0,0
"4377","lo",0,0,0,0
"4378","m",0,0,0,0
"4379","s",0,0,0,0
"4380","importante",0,1,1,0
"4381","para",0,0,0,0
"4382","m",0,0,0,0
"4383","es",0,0,0,0
"4384","que",0,0,0,0
"4385","no",0,0,0,0
"4386","sale",0,0,0,0
"4387","el",0,0,0,0
"4388","olor",2,0,0,0
"4389","a",0,0,0,0
"4390","fritanga",0,0,0,0
"4391","que",0,0,0,0
"4392","me",0,0,0,0
"4393","dejaba",0,0,0,0
"4394","todo",0,0,0,0
"4395","el",0,0,0,0
"4396","departamento",0,0,0,0
"4397","pasado",0,0,0,0
"4398","la",0,0,0,0
"4399","recomiendo",0,0,1,0
"4400","100",0,0,0,0
"4401","u",0,0,0,0
"4402","2714",0,0,0,0
"4403","s",0,0,0,0
"4404","recomiendo",0,0,0,0
"4405","este",0,0,0,0
"4406","producto",0,0,0,0
"4407","es",0,0,0,0
"4408","maravillosa",0,0,1,0
"4409","muy",1,0,0,0
"4410","c",0,0,0,0
"4411","moda",0,0,0,0
"4412","lleg",0,0,0,0
"4413","el",0,0,0,0
"4414","d",0,0,0,0
"4415","a",0,0,0,0
"4416","incado",0,0,0,0
"4417","me",0,0,0,0
"4418","ayud",0,0,0,0
"4419","bastante",0,1,0,0
"4420","en",0,0,0,0
"4421","el",0,0,0,0
"4422","dolor",7,0,0,1
"4423","de",0,0,0,0
"4424","espalda",0,0,0,0
"4425","me",0,0,0,0
"4426","compr",0,0,0,0
"4427","el",0,0,0,0
"4428","jeans",0,0,0,0
"4429","azul",0,0,0,0
"4430","claro",0,0,0,0
"4431","me",0,0,0,0
"4432","encant",0,0,0,0
"4433","me",0,0,0,0
"4434","compr",0,0,0,0
"4435","talla",0,0,0,0
"4436","40",0,0,0,0
"4437","porque",0,0,0,0
"4438","le",0,0,0,0
"4439","comentarios",0,0,0,0
"4440","que",0,0,0,0
"4441","era",0,0,0,0
"4442","una",0,0,0,0
"4443","talla",0,0,0,0
"4444","m",0,0,0,0
"4445","s",0,0,0,0
"4446","siempre",0,0,0,0
"4447","ocupo",0,0,0,0
"4448","38",0,0,0,0
"4449","los",0,0,0,0
"4450","40",0,0,0,0
"4451","me",0,0,0,0
"4452","quedaron",0,0,0,0
"4453","geniales",0,0,1,0
"4454","porque",0,0,0,0
"4455","de",0,0,0,0
"4456","cadera",0,0,0,0
"4457","son",0,0,0,0
"4458","ajustados",0,0,0,0
"4459","me",0,0,0,0
"4460","encantaron",0,0,0,0
"4461","hagan",0,0,0,0
"4462","caso",1,0,0,0
"4463","y",0,0,0,0
"4464","compren",0,0,0,0
"4465","una",0,0,0,0
"4466","talla",0,0,0,0
